name,category,question,answer
Globex Localization,Entity,quem interpreta Horton em Horton e o Mundo dos Quem,Jim Carrey
Globex Localization,Date,quando Um Maluco no Pedaço foi lançado,1990-09-10
Globex Localization,Entity,quem escreveu o livro For Whom The Bell Tolls,Ernest Hemingway
Globex Localization,Entity,quem conseguir mais faltas técnicas na nba,Rasheed Wallace
Globex Localization,Entity,quem eram os membros originais de Canned Heat,Bob Hite
Globex Localization,Entity,quem escreveu a canção take this job and shove it,David Allan Coe
Globex Localization,Entity,quem escreveu a música the house of the rising sun,Georgia Turner
Globex Localization,Entity,Quando as primeiras comunidades cristãs apareceram na Grã-Bretanha,século I
Globex Localization,Entity,Onde eles jogam a rivalidade Red River,Dallas
Globex Localization,Entity,Quem ganhou a Tour de France no ano passado,Egan Bernal
Globex Localization,Date,quando foi escrito o livro uma dobra no tempo,1960
Globex Localization,Entity,quem originalmente cantava the house of the rising sun,The Animals
Globex Localization,Entity,Quem cantou you feel the love tonight,Nathan Lane
Globex Localization,Entity,quem foram os atores que interpretaram james bond,Pierce Brosnan
Globex Localization,Entity,quem canta finally it's happened to me,CeCe Peniston
Globex Localization,Entity,como são os nomes dos cinco grandes lagos,Lago Michigan
Globex Localization,Numeric,quais são os códigos de área para nova jersey,609.0
Globex Localization,Entity,quem ganhou o concurso de comer cachorro-quente no ano passado,Joey Chestnut
Globex Localization,Entity,quem dubla tiana em princess and the frog,Anika Noni Rose
Globex Localization,Numeric,Quantos planetas estão em nosso sistema solar?,8.0
Globex Localization,Entity,o que são as hubs principais das companhias aéreas do sudoeste,Chicago
Globex Localization,Date,em que ano o filme a noviça rebelde foi lançado,1965
Globex Localization,Date,quando lançou o filme da Branca de Neve e os Sete Anões,1937
Globex Localization,Entity,qual é o ponto mais profundo da terra,Mar Morto
Globex Localization,Numeric,quantos dias se passaram desde que michigan bateu o estado de ohio,2892.0 dias
Globex Localization,Date,quando o filme original do exorcista foi lançado,1973-12-26
Globex Localization,Entity,quem canta a música i'm coming home,Diddy-Dirty Money
Globex Localization,Date,quando o rei leão foi lançado nos cinemas,2019-07-09
Globex Localization,Entity,quem é a atriz que interpreta gina weasley,Bonnie Wright
Globex Localization,Numeric,Quantos parques existem na cidade de Nova Iorque?,1700.0
Globex Localization,Numeric,qual é o salário médio nos EUA,56516.0 dólar americano
Globex Localization,Entity,Quem interpreta a mãe em Everybody loves raymond?,Doris Roberts
Globex Localization,Entity,de onde o sobrenome Collins se origina,República da Irlanda
Globex Localization,General,qual o nome das crianças em meu malvado favorito,edith
Globex Localization,Entity,"Quem cantou a música ""It's been awhile""",Staind
Globex Localization,Entity,quem ganhou o aberto de tênis da frança esse ano,Rafael Nadal
Globex Localization,Date,quando saiu o jogo sexta feira 13,2017-05-26
Globex Localization,Entity,Quem foi o primeiro chefe de justiça da suprema corte,John Jay
Globex Localization,Entity,quem cantou a música original Hooked on a feeling,B. J. Thomas
Globex Localization,Entity,qual foi a música mais popular de 1981,Bette Davis Eyes
Globex Localization,Entity,quem é o ator que interpreta mathias em longmire,Zahn McClarnon
Globex Localization,Entity,onde é a 7 mile bridge em the keys,Estados Unidos
Globex Localization,Entity,quem canta a versão original de red red wine,Neil Diamond
Globex Localization,Date,quando você tem que nascer para ser considerado milenar,1981-1996
Globex Localization,Entity,Quem tem mais seguidores no instagram no mundo?,Cristiano Ronaldo
Globex Localization,Date,"Quando que ""Rebel without a cause"" lançou?",1955
Globex Localization,Date,quando foi a ultima vez que o manchester united venceu a liga dos campeões,2008
Globex Localization,Entity,quem interpretou Billy em Um Estranho no Ninho,Brad Dourif
Globex Localization,Entity,Quem cantou We're not gonna take it?,Twisted Sister
Globex Localization,Entity,qual é o segundo maior país da américa do sul,Argentina
Globex Localization,Numeric,quantos capítulos tem the westing game,30.0
Globex Localization,Date,quando o milagre do hudson aconteceu,2009-01-15
Globex Localization,Entity,quem tem mais vitórias na nfl,Chicago Bears
Globex Localization,Entity,Quem é o jogador de golf mais velho a ganhar um torneio de PGA?,Sam Snead
Globex Localization,Entity,quem tem mais luvas de ouro na história da mlb,Greg Maddux
Globex Localization,Numeric,qual a população de fargo na dakota do norte,122359.0
Globex Localization,Entity,quem canta here we go again on my own,Whitesnake
Globex Localization,Entity,quem teve a maior média de rebatidas na al em 2011,Miguel Cabrera
Globex Localization,Entity,onde os elks foram encontrados no estados unidos,Idaho
Globex Localization,Entity,quem é o anfitrião original de the price is right,Bill Cullen
Globex Localization,Entity,qual camada da epiderme é responsável pela divisão e substituição celular,Camada Basal
Globex Localization,Numeric,qual é a elevação de Roswell Novo México,3573.0 pé
Globex Localization,Entity,quem está concorrendo para o partido democrático em 2020,Joe Biden
Globex Localization,Entity,quais são os nomes dos personagens de Stranger Things,Eleven
Globex Localization,Date,quando o próximo filme da marvel vai sair,2019-11-08
Globex Localization,Entity,Quem escreveu o livro do coríntios na Bíblia?,Paulo de Tarso
Globex Localization,Entity,quem foi o baterista original dos Guns and Roses,Steven Adler
Globex Localization,Numeric,qual era a população dos estados unidos em 1970,203200000.0
Globex Localization,Entity,quais são as cores de alpha chi omega,verde-oliva
Globex Localization,Entity,"Quem escreveu as músicas para ""Singing in the rains""?",Arthur Freed
Globex Localization,Entity,qual é o filme de maior bilheteria de todos os tempos,Vingadores: Endgame
Globex Localization,Entity,quem é o ator que interpreta james bond,Roger Moore
Globex Localization,Entity,qual é a capital do emirado árabe,Abu Dhabi
Globex Localization,Entity,quem tocou guitarra em the monkees song valerie,Louis Shelton
Globex Localization,Entity,Quem faz a voz de Ellie em The Last of Us?,Ashley Johnson
Globex Localization,Numeric,quantas temporadas de chicago pd existem,6.0
Globex Localization,Date,quando a próxima copa do mundo vai ser disputada,2022
Globex Localization,Entity,quem é o coordenador ofensivo do tampa bay buccaneers,Byron Leftwich
Globex Localization,Entity,quem foi a última pessoa executada por um pelotão de fuzilamento nos estados unidos,Ronnie Lee Gardner
Globex Localization,Entity,Onde foi filmada a sexta temporada de Game of Thrones,Croácia
Globex Localization,Entity,quem Tom Hanks interpreta em Toy Story,Xerife Woody
Globex Localization,Entity,quem tem o maior percentual de base no mlb,Ted Williams
Globex Localization,Date,Quando que o US declarou guerra contra Vietnam?,1971
Globex Localization,Entity,qual aeroporto é o maior nos estados unidos,Aeroporto Internacional de Atlanta Hartsfield-Jackson
Globex Localization,Entity,Quem canta não tenha medo do escuro,Robert Cray
Globex Localization,Entity,quem disse que ainda não começamos a lutar,John Paul Jones
Globex Localization,Entity,quem canta we are never getting back together,Taylor Swift
Globex Localization,Date,quando as luzes elétricas da árvore de natal foram usadas pela primeira vez,1882
Globex Localization,Entity,quem jogou no super bowl em 2014,Seattle Seahawks
Globex Localization,Numeric,qual a temperatura em palo alto califórnia,69.0 Escala Farenheit
Globex Localization,Entity,quem disse life is a bowl of cherries,Lew Brown
Globex Localization,Entity,quem é o quarto primeiro ministro da india,Morarji Desai
Globex Localization,Entity,quais países fazem parte da união européia,Alemanha
Globex Localization,Entity,quais são os três estados mais populosos dos Estados Unidos,Flórida
Globex Localization,Numeric,Qual é a diferença entre o horário do Pacífico e o horário das montanhas,1.0 carga horária
Globex Localization,Numeric,quantos votos cada estado tem sob os artigos da confederação,1.0
Globex Localization,Entity,Quem está no grupo da Inglaterra na Copa do Mundo?,Tonga
Globex Localization,Date,quando saiu days of our lives,1965-11-08
Globex Localization,Entity,qual é a cachoeira mais alta nos EUA,Cataratas Olo'upena
Globex Localization,Entity,onde está localizada a falha de san andreas,Estados Unidos
Globex Localization,Numeric,quantos episódios dos Waltons existem,221.0 Episódios
Globex Localization,Date,quando o detroit tigers ganharam o world series,1984
Globex Localization,Date,quando o manchester city foi promovido à premier league,1992
Globex Localization,Numeric,Qual a elevação do Pikes Peak no Colorado?,4302.0 metros
Globex Localization,Date,quando saiu capitão américa o primeiro vingador,2011-07-19
Globex Localization,Entity,quem atuou em the streets of san francisco,Richard Hatch
Globex Localization,Date,quando saiu o primeiro telefone touchscreen,1992
Globex Localization,Entity,Qual é o nome da bruxa malvada do oeste,Elphaba
Globex Localization,Date,quando a nova zelândia se tornou uma colônia britânica,1840
Globex Localization,Date,quando harry potter and the cursed child estreou na broadway,2018-04-22
Globex Localization,Entity,onde acontece a história da Cinderela,França
Globex Localization,Entity,quem é o vocalista do Pearl Jam,Eddie Vedder
Globex Localization,Entity,Qual é a divisão do new england patriots,New York Jets
Globex Localization,Entity,quem é o quarterback  dos Bengals de Cincinnati,Andy Dalton
Globex Localization,Numeric,quantas vezes a Inglaterra venceu a Copa do Mundo,1.0
