name,category,question,answer
Initech Docs,Entity,who is the original host of the price is right,Bill Cullen
Initech Docs,Entity,which layer of the epidermis is responsible for cell division and replacement,Stratum basale
Initech Docs,Numeric,what is the elevation of roswell new mexico,3573.0 feet
Initech Docs,Entity,who is running for the democratic party in 2020,Joe Biden
Initech Docs,Entity,what are the names of the characters from stranger things,Eleven
Initech Docs,Date,when is the next marvel movie coming out,2019-11-08
Initech Docs,Entity,who wrote the book of corinthians in the bible,Paul
Initech Docs,Entity,who was the original drummer for guns and roses,Rob Gardner
Initech Docs,Numeric,what was the population of the us in 1970,203200000.0
Initech Docs,Entity,what are the colors of alpha chi omega,olive
Initech Docs,Entity,who wrote the songs for singing in the rain,Arthur Freed
Initech Docs,Entity,what is the highest grossing box office film of all time,Avengers: Endgame
Initech Docs,Entity,who is the actor that plays james bond,Roger Moore
Initech Docs,Entity,what is the capital of the united arab emirate's,Abu Dhabi
Initech Docs,Entity,who played guitar on the monkees song valerie,Louis Shelton
Initech Docs,Entity,who voices ellie in the last of us,Ashley Johnson
Initech Docs,Numeric,how many seasons of chicago pd is there,6.0
Initech Docs,Date,when is the next world cup being played,2022
Initech Docs,Entity,who is the offensive coordinator for the tampa bay buccaneers,Byron Leftwich
Initech Docs,Entity,who was the last person executed by firing squad in the united states,Ronnie Lee Gardner
Initech Docs,Entity,where was season six of game of thrones filmed,Croatia
Initech Docs,Entity,who does tom hanks play in toy story,Sheriff Woody
Initech Docs,Entity,who has the highest on base percentage in the mlb,Ted Williams
Initech Docs,Date,when did the us declare war in vietnam,1971
Initech Docs,Entity,which airport is the biggest in the united states,Hartsfield–Jackson Atlanta International Airport
Initech Docs,Entity,who sings don't be afraid of the dark,Robert Cray
Initech Docs,Entity,who said we have not yet begun to fight,John Paul Jones
Initech Docs,Entity,who sings we are never getting back together,Taylor Swift
Initech Docs,Date,when were electric christmas tree lights first used,1882
Initech Docs,Entity,who played in the super bowl in 2014,Seattle Seahawks
Initech Docs,Numeric,what's the temperature in palo alto california,69.0 °F
Initech Docs,Entity,who said life is a bowl of cherries,Lew Brown
Initech Docs,Entity,who is the fourth prime minister of india,Morarji Desai
Initech Docs,Entity,what countries are a part of the eu,Germany
Initech Docs,Entity,what are the three most populated states in the united states,Florida
Initech Docs,Numeric,what is the difference between pacific time and mountain time,1.0 hours
Initech Docs,Numeric,how many votes did each state get under the articles of confederation,1.0
Initech Docs,Entity,who is in england's group in the world cup,Tonga
Initech Docs,Date,when did days of our lives come out,1965-11-08
Initech Docs,Entity,what is the highest waterfall in the us,Oloʻupena Falls
Initech Docs,Entity,where is the san andreas fault located at,United States of America
Initech Docs,Numeric,how many episodes of the waltons are there,221.0 episodes
Initech Docs,Date,when did the detroit tigers win the world series,1984
Initech Docs,Date,when did man city get promoted to the premier league,1992
Initech Docs,Numeric,what is the elevation of pikes peak in colorado,4302.0 meters
Initech Docs,Date,when did captain america the first avenger come out,2011-07-19
Initech Docs,Entity,who played in the streets of san francisco,Richard Hatch
Initech Docs,Date,when did the first touchscreen phone come out,1992
Initech Docs,Entity,what is the name of the wicked witch of the west,Elphaba
Initech Docs,Date,when did new zealand become a british colony,1840
Initech Docs,Date,when did harry potter and the cursed child open on broadway,2018-04-22
Initech Docs,Entity,where does the story of cinderella take place,France
Initech Docs,Entity,who is the lead singer in pearl jam,Eddie Vedder
Initech Docs,Entity,who is in the new england patriots division,New York Jets
Initech Docs,Entity,who's the quarterback for the cincinnati bengals,Andy Dalton
Initech Docs,Numeric,how many times did england win the world cup,1.0
